otu_id	^clo:ClementsTaxonName2019	^clo:speciescode2019	^ot:originalLabel	^ot:ottId	^ot:ottTaxonName
Tl2183878	not_a_bird	not_a_bird	Nematostella_vectensis_Nemve207	938118	Nematostella vectensis
Tl2183917	not_a_bird	not_a_bird	Acropora_millepora_Amil9586	3675115	Acropora millepora
Tl2183910	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp12	366634	Acropora digitifera
Tl2183833	not_a_bird	not_a_bird	Acropora_millepora_Amil18519	3675115	Acropora millepora
Tl2183867	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp13	366634	Acropora digitifera
Tl2183915	not_a_bird	not_a_bird	Mus_musculus_Mousecas4	542509	Mus musculus
Tl2183872	not_a_bird	not_a_bird	Mus_musculus_Mousecas12	542509	Mus musculus
Tl2183841	not_a_bird	not_a_bird	Homo_sapiens_Humcaspc	770315	Homo sapiens
Tl2183844	not_a_bird	not_a_bird	Canis_lupus_familiaris_Canfcasp12	247333	Canis lupus familiaris
Tl2183881	not_a_bird	not_a_bird	Homo_sapiens_Humcasp5	770315	Homo sapiens
Tl2183884	not_a_bird	not_a_bird	Homo_sapiens_Humcasp4	770315	Homo sapiens
Tl2183921	not_a_bird	not_a_bird	Canis_lupus_familiaris_Canfcasp4	247333	Canis lupus familiaris
Tl2183827	not_a_bird	not_a_bird	Canis_lupus_familiaris_Canfcasp1	247333	Canis lupus familiaris
Tl2183869	not_a_bird	not_a_bird	Homo_sapiens_Humcasp1	770315	Homo sapiens
Tl2183905	not_a_bird	not_a_bird	Mus_musculus_Mousecas1	542509	Mus musculus
Tl2183830	not_a_bird	not_a_bird	Xenopus_tropicalis_Xencasp1	940184	Xenopus (Silurana) tropicalis
Tl2183889	Gallus gallus	redjun	Gallus_gallus_Galcasp1	153563	Gallus gallus
Tl2183851	not_a_bird	not_a_bird	Fugu_rubripes_Fugh2sku3	65341	Takifugu rubripes
Tl2183902	not_a_bird	not_a_bird	Stylophora_pistillata_Stpg8xqy3	713802	Stylophora pistillata
Tl2183843	not_a_bird	not_a_bird	Acropora_millepora_Amil8447	3675115	Acropora millepora
Tl2183863	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp6	366634	Acropora digitifera
Tl2183846	not_a_bird	not_a_bird	Acropora_millepora_Amil8454	3675115	Acropora millepora
Tl2183875	not_a_bird	not_a_bird	Anemonia_viridis_Aviq09y99	214124	Anemonia viridis
Tl2183879	not_a_bird	not_a_bird	Aiptasia_pallida_Aipq3hl92	135923	Aiptasia pallida
Tl2183918	not_a_bird	not_a_bird	Nematostella_vectensis_Nemve206	938118	Nematostella vectensis
Tl2183908	not_a_bird	not_a_bird	Homo_sapiens_Humcasp6	770315	Homo sapiens
Tl2183850	not_a_bird	not_a_bird	Mus_musculus_Mousecas6	542509	Mus musculus
Tl2183873	not_a_bird	not_a_bird	Xenopus_tropicalis_Xencasp6	940184	Xenopus (Silurana) tropicalis
Tl2183890	not_a_bird	not_a_bird	Tetraodon_nigroviridis_Tetngcasp6	1085993	Tetraodon nigroviridis
Tl2183903	not_a_bird	not_a_bird	Xenopus_tropicalis_Xencasp7	940184	Xenopus (Silurana) tropicalis
Tl2183892	Gallus gallus	redjun	Gallus_gallus_Galcasp7	153563	Gallus gallus
Tl2183848	not_a_bird	not_a_bird	Homo_sapiens_Humcasp7	770315	Homo sapiens
Tl2183912	not_a_bird	not_a_bird	Mus_musculus_Mousecas7	542509	Mus musculus
Tl2183866	not_a_bird	not_a_bird	Tetraodon_nigroviridis_Tetngcasp7	1085993	Tetraodon nigroviridis
Tl2183840	not_a_bird	not_a_bird	Fugu_rubripes_Fugcasp3	65341	Takifugu rubripes
Tl2183891	not_a_bird	not_a_bird	Tetraodon_nigroviridis_Tetngcasp3	1085993	Tetraodon nigroviridis
Tl2183837	not_a_bird	not_a_bird	Xenopus_tropicalis_Xencasp3	940184	Xenopus (Silurana) tropicalis
Tl2183923	Gallus gallus	redjun	Gallus_gallus_Galcasp3	153563	Gallus gallus
Tl2183874	not_a_bird	not_a_bird	Homo_sapiens_Humcasp3	770315	Homo sapiens
Tl2183883	not_a_bird	not_a_bird	Canis_lupus_familiaris_Canfcasp3	247333	Canis lupus familiaris
Tl2183922	not_a_bird	not_a_bird	Mus_musculus_Mousecas3	542509	Mus musculus
Tl2183849	not_a_bird	not_a_bird	Acropora_millepora_Amil779	3675115	Acropora millepora
Tl2183901	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp3	366634	Acropora digitifera
Tl2183832	not_a_bird	not_a_bird	Nematostella_vectensis_Nemve203	938118	Nematostella vectensis
Tl2183865	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp10	366634	Acropora digitifera
Tl2183896	not_a_bird	not_a_bird	Acropora_millepora_Amil12876	3675115	Acropora millepora
Tl2183861	not_a_bird	not_a_bird	Nematostella_vectensis_Nemve202	938118	Nematostella vectensis
Tl2183914	not_a_bird	not_a_bird	Homo_sapiens_Humcasp14	770315	Homo sapiens
Tl2183823	not_a_bird	not_a_bird	Canis_lupus_familiaris_Canfcasp14	247333	Canis lupus familiaris
Tl2183834	not_a_bird	not_a_bird	Mus_musculus_Mousecas14	542509	Mus musculus
Tl2183871	not_a_bird	not_a_bird	Canis_lupus_familiaris_Canfcasp16	247333	Canis lupus familiaris
Tl2183898	not_a_bird	not_a_bird	Xenopus_tropicalis_Xencasp2	940184	Xenopus (Silurana) tropicalis
Tl2183893	not_a_bird	not_a_bird	Mus_musculus_Mousecas2	542509	Mus musculus
Tl2183852	not_a_bird	not_a_bird	Homo_sapiens_Humcasp2	770315	Homo sapiens
Tl2183824	not_a_bird	not_a_bird	Canis_lupus_familiaris_Canfcasp2	247333	Canis lupus familiaris
Tl2183842	Gallus gallus	redjun	Gallus_gallus_Galcasp2	153563	Gallus gallus
Tl2183826	not_a_bird	not_a_bird	Fugu_rubripes_Fugh2uky4	65341	Takifugu rubripes
Tl2183916	not_a_bird	not_a_bird	Tetraodon_nigroviridis_Tetngcasp2	1085993	Tetraodon nigroviridis
Tl2183882	not_a_bird	not_a_bird	Nematostella_vectensis_Nemve205	938118	Nematostella vectensis
Tl2183907	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp20	366634	Acropora digitifera
Tl2183888	not_a_bird	not_a_bird	Acropora_millepora_Amil8100	3675115	Acropora millepora
Tl2183836	not_a_bird	not_a_bird	Tetraodon_nigroviridis_Tetngcasp9	1085993	Tetraodon nigroviridis
Tl2183859	not_a_bird	not_a_bird	Fugu_rubripes_Fugh2v832	65341	Takifugu rubripes
Tl2183919	Gallus gallus	redjun	Gallus_gallus_Galcasp9	153563	Gallus gallus
Tl2183911	not_a_bird	not_a_bird	Xenopus_tropicalis_Xencasp9	940184	Xenopus (Silurana) tropicalis
Tl2183920	not_a_bird	not_a_bird	Mus_musculus_Mousecas9	542509	Mus musculus
Tl2183913	not_a_bird	not_a_bird	Homo_sapiens_Humcasp9	770315	Homo sapiens
Tl2183831	not_a_bird	not_a_bird	Canis_lupus_familiaris_Canfcasp9	247333	Canis lupus familiaris
Tl2183880	not_a_bird	not_a_bird	Tetraodon_nigroviridis_Tetncflar	1085993	Tetraodon nigroviridis
Tl2183885	not_a_bird	not_a_bird	Homo_sapiens_Humcflar	770315	Homo sapiens
Tl2183858	not_a_bird	not_a_bird	Mus_musculus_Mouseclar	542509	Mus musculus
Tl2183838	not_a_bird	not_a_bird	Canis_lupus_familiaris_Canfclar	247333	Canis lupus familiaris
Tl2183854	not_a_bird	not_a_bird	Xenopus_tropicalis_Xencflar	940184	Xenopus (Silurana) tropicalis
Tl2183853	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp5	366634	Acropora digitifera
Tl2183895	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp8	366634	Acropora digitifera
Tl2183876	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp21	366634	Acropora digitifera
Tl2183900	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp2	366634	Acropora digitifera
Tl2183886	not_a_bird	not_a_bird	Acropora_millepora_Amil19957	3675115	Acropora millepora
Tl2183860	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp1	366634	Acropora digitifera
Tl2183868	not_a_bird	not_a_bird	Acropora_millepora_Amil12678	3675115	Acropora millepora
Tl2183845	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp4	366634	Acropora digitifera
Tl2183839	not_a_bird	not_a_bird	Acropora_millepora_Amil12671	3675115	Acropora millepora
Tl2183828	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp15	366634	Acropora digitifera
Tl2183906	not_a_bird	not_a_bird	Acropora_millepora_Amil12676	3675115	Acropora millepora
Tl2183870	not_a_bird	not_a_bird	Acropora_millepora_Amil9566	3675115	Acropora millepora
Tl2183877	not_a_bird	not_a_bird	Acropora_digitifera_Adicaspx	366634	Acropora digitifera
Tl2183825	not_a_bird	not_a_bird	Acropora_millepora_Amil26153	3675115	Acropora millepora
Tl2183835	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp19	366634	Acropora digitifera
Tl2183847	not_a_bird	not_a_bird	Nematostella_vectensis_Nemve210	938118	Nematostella vectensis
Tl2183909	not_a_bird	not_a_bird	Canis_lupus_familiaris_Canfcasp8	247333	Canis lupus familiaris
Tl2183829	not_a_bird	not_a_bird	Mus_musculus_Mousecas8	542509	Mus musculus
Tl2183894	not_a_bird	not_a_bird	Homo_sapiens_Humcasp8	770315	Homo sapiens
Tl2183862	Gallus gallus	redjun	Gallus_gallus_Galcasp8	153563	Gallus gallus
Tl2183821	not_a_bird	not_a_bird	Tetraodon_nigroviridis_Tetngcasp8	1085993	Tetraodon nigroviridis
Tl2183904	not_a_bird	not_a_bird	Fugu_rubripes_Fugh2thl4	65341	Takifugu rubripes
Tl2183857	not_a_bird	not_a_bird	Canis_lupus_familiaris_Canfcasp10	247333	Canis lupus familiaris
Tl2183822	not_a_bird	not_a_bird	Homo_sapiens_Humcasp10	770315	Homo sapiens
Tl2183899	Gallus gallus	redjun	Gallus_gallus_Galcasp10	153563	Gallus gallus
Tl2183856	not_a_bird	not_a_bird	Xenopus_tropicalis_Xencasp10	940184	Xenopus (Silurana) tropicalis
Tl2183864	Gallus gallus	redjun	Gallus_gallus_Galcasp18	153563	Gallus gallus
Tl2183855	not_a_bird	not_a_bird	Acropora_millepora_Amil2288	3675115	Acropora millepora
Tl2183887	not_a_bird	not_a_bird	Acropora_digitifera_Adicasp22	366634	Acropora digitifera
Tl2183897	not_a_bird	not_a_bird	Nematostella_vectensis_Nemve201	938118	Nematostella vectensis
