otu_id	^clo:ClementsTaxonName2019	^clo:speciescode2019	^ot:originalLabel	^ot:ottId	^ot:ottTaxonName
otu386459	Picathartes gymnocephalus	whnroc1	Picathartes_gymnocephalus	699623	Picathartes gymnocephalus
otu386460	Alauda arvensis	skylar	Alauda_arvensis	312548	Alauda arvensis
otu386472	Muscicapa striata	spofly1	Muscicapa_striata	116518	Muscicapa striata
otu386473	Sturnus vulgaris	eursta	Sturnus_vulgaris	565813	Sturnus vulgaris
otu386471	Troglodytes troglodytes	winwre4	Troglodytes_troglodytes	259813	Troglodytes troglodytes
otu386470	Certhia familiaris	eurtre1	Certhia_familiaris	1007196	Certhia familiaris
otu386468	Stenostira scita	faifly1	Stenostira_scita	158197	Stenostira scita
otu386469	Elminia nigromitrata	ducfly1	Elminia_nigromitrata	542035	Elminia nigromitrata
otu386465	Modulatrix stictigula	spothr1	Modulatrix_stictigula	1015936	Modulatrix stictigula
otu386467	Passer montanus	eutspa	Passer_montanus	44870	Passer montanus
otu386466	Dicaeum australe	resflo1	Dicaeum_australe	1064683	Dicaeum australe
otu386464	no_match	no_match	Regulus_regu_igni	3599326	Regulus
otu386463	Bombycilla garrulus	bohwax	Bombycilla_garrulus	613881	Bombycilla garrulus
otu386461	Hyliota flavigaster	yebhyl1	Hyliota_flavigaster	3599747	Hyliota flavigaster
otu386462	Pycnonotus barbatus	combul2	Pycnonotus_barbatus	1054509	Pycnonotus barbatus
otu386509	Melaniparus funereus	dustit2	Parus_funereus_JO07	4131696	Melaniparus funereus
otu386510	Melaniparus griseiventris	miotit2	Parus_griseiventris_ABS459	4131702	Melaniparus griseiventris
otu386513	Melaniparus fasciiventer	stbtit2	Parus_fasciiventer_RB3096	4131703	Melaniparus fasciiventer
otu386512	Melaniparus fasciiventer	stbtit2	Parus_fasciiventer_JO20	4131703	Melaniparus fasciiventer
otu386511	Melaniparus fasciiventer	stbtit2	Parus_fasciiventer_RB3095	4131703	Melaniparus fasciiventer
otu386521	Melaniparus thruppi	somtit4	Parus_thruppi_JO12	4131695	Melaniparus thruppi
otu386522	Melaniparus fringillinus	rettit2	Parus_fringillinus_JO06	4131699	Melaniparus fringillinus
otu386523	Melaniparus fringillinus	rettit2	Parus_fringillinus_BMNH	4131699	Melaniparus fringillinus
otu386517	Melaniparus afer	grytit1	Parus_afer_JP816	4131698	Melaniparus afer
otu386516	Melaniparus afer	grytit1	Parus_afer_JP815	4131698	Melaniparus afer
otu386519	Melaniparus cinerascens	ashtit2	Parus_cinerascens_JP813	4131692	Melaniparus cinerascens
otu386520	Melaniparus cinerascens	ashtit2	Parus_cinerascens_JP814	4131692	Melaniparus cinerascens
otu386518	Melaniparus cinerascens	ashtit2	Parus_cinerascens_BH24010	4131692	Melaniparus cinerascens
otu386515	Melaniparus leuconotus	whbblt1	Parus_leuconotus_JO10	4131700	Melaniparus leuconotus
otu386514	Melaniparus leuconotus	whbblt1	Parus_leuconotus_UO	4131700	Melaniparus leuconotus
otu386506	Melaniparus guineensis	whsblt1	Parus_guineensis	4131701	Melaniparus guineensis
otu386508	no_match	no_match	Parus_leucomelas_leucomelas_JO09	5223421	Melaniparus leucomelas leucomelas
otu386507	no_match	no_match	Parus_leucomelas_insignis_JO08	5223422	Melaniparus leucomelas insignis
otu386501	Melaniparus niger	soublt1	Parus_niger_RB3097	4131704	Melaniparus niger
otu386500	Melaniparus niger	soublt1	Parus_niger_JP812	4131704	Melaniparus niger
otu386499	Melaniparus niger	soublt1	Parus_niger_JP811	4131704	Melaniparus niger
otu386502	Melaniparus carpi	cartit2	Parus_carpi_BMNH	4131694	Melaniparus carpi
otu386498	Melaniparus albiventris	whbtit5	Parus_albiventris	4131691	Melaniparus albiventris
otu386505	Melaniparus rufiventris	rubtit3	Parus_rufiventris_JO11	4131697	Melaniparus rufiventris
otu386504	no_match	no_match	Parus_pallidiventris_ABS460	852353	Melaniparus pallidiventris
otu386503	no_match	no_match	Parus_pallidiventris_ABS458	852353	Melaniparus pallidiventris
otu386492	Machlolophus holsti	yeltit2	Parus_holsti_JO05	325806	Machlolophus holsti
otu386493	no_match	no_match	Parus_spilonotus_rex	5223425	Machlolophus spilonotus rex
otu386494	no_match	no_match	Parus_spilonotus_basileus_JO28	5223424	Machlolophus spilonotus basileus
otu386495	no_match	no_match	Parus_spilonotus_subviridis_JO29	5223426	Machlolophus spilonotus subviridis
otu386496	not_a_bird	not_a_bird	Parus_xanthogenys_aplonotus_BMNH	None	None
otu386497	no_match	no_match	Parus_xanthogenys_xanthogenys_BMNH	5223427	Machlolophus xanthogenys xanthogenys
otu386491	Machlolophus nuchalis	whwtit2	Parus_nuchalis_BMNH	3598685	Machlolophus nuchalis
otu386485	Pseudopodoces humilis	grotit1	Pseudopodoces_humilis	875992	Pseudopodoces humilis
otu386489	Parus minor	gretit4	Parus_major_minor	387300	Parus minor
otu386490	no_match	no_match	Parus_bokharensis_NRM	492911	Parus bokharensis
otu386488	Parus cinereus	gretit2	Parus_major_cinereus	3598691	Parus cinereus
otu386487	no_match	no_match	Parus_major_major	823219	Parus major major
otu386486	Parus monticolus	grbtit1	Parus_monticolus	694663	Parus monticolus
otu386483	no_match	no_match	Cyanistes_caeruleus_caeruleus_NRM966240	744585	Cyanistes caeruleus caeruleus
otu386484	Cyanistes cyanus	azutit2	Cyanistes_cyanus_JO03	222479	Cyanistes cyanus
otu386481	Cyanistes teneriffae	afbtit2	Cyanistes_teneriffae_JO04	808982	Cyanistes teneriffae
