ORIGINAL LABEL, OTT TAXON NAME, OTT TAXON ID
Eremopterix leucotis, Eremopterix leucotis,3597553
Eremopterix leucopareia, Eremopterix leucopareia,3597550
Calendulauda erythrochlamys, Calendulauda erythrochlamys,3597549
Certhilauda benguelensis, Certhilauda benguelensis,3597548
Eremalauda dunni, Eremalauda dunni,3597547
Spizocorys fringillaris, Spizocorys fringillaris,3597545
Spizocorys personata, Spizocorys personata,3597544
Spizocorys obbiensis, Spizocorys obbiensis,3597543
Spizocorys conirostris, Spizocorys conirostris,3597542
Mirafra microptera, Mirafra microptera,3597541
Mirafra cordofanica, Mirafra cordofanica,3597539
Mirafra collaris, Mirafra collaris,3597537
Mirafra cantillans, Mirafra cantillans,3597536
Mirafra gilletti, Mirafra gilletti,3597535
Mirafra rufa, Mirafra rufa,3597534
Mirafra pulpa, Mirafra pulpa,3597533
Mirafra somalica, Mirafra somalica,3597532
Mirafra erythrocephala, Mirafra erythrocephala,3597531
Mirafra ashi, Mirafra ashi,3597530
Mirafra williamsi, Mirafra williamsi,3597529
Mirafra cheniana, Mirafra cheniana,3597528
Mirafra affinis, Mirafra affinis,3597527
Mirafra erythroptera, Mirafra erythroptera,3597526
Mirafra hypermetra, Mirafra hypermetra,3597525
Mirafra fasciolata, Mirafra fasciolata,3597524
Mirafra albicauda, Mirafra albicauda,3597523
Mirafra apiata, Mirafra apiata,3597522
Mirafra rufocinnamomea, Mirafra rufocinnamomea,3597521
Mirafra angolensis, Mirafra angolensis,3597516
Calandrella cinerea, Calandrella cinerea,3597513
Calandrella blanfordi, Calandrella blanfordi,3597512
Alaudala raytal, Calandrella raytal,3597511
Alaudala somalica, Calandrella somalica,3597510
Galerida modesta, Galerida modesta,3597508
Galerida deva, Galerida deva,3597507
Galerida macrorhyncha, Galerida macrorhyncha,3597506
Alaemon hamertoni, Alaemon hamertoni,3597503
Chersomanes beesleyi, Chersomanes beesleyi,3597502
Alauda razae, Alauda razae,3597500
Padda fuscata, Lonchura fuscata,3597499
Plocepasser rufoscapulatus, Plocepasser rufoscapulatus,3597498
Plocepasser superciliosus, Plocepasser superciliosus,3597497
Plocepasser donaldsoni, Plocepasser donaldsoni,3597496
Passer pyrrhonotus, Passer pyrrhonotus,3597495
Passer gongonensis, Passer gongonensis,3597494
Passer rufocinctus, Passer rufocinctus,3597493
Passer shelleyi, Passer shelleyi,3597492
Passer eminibey, Passer eminibey,3597491
Passer swainsonii, Passer swainsonii,3597490
Passer hemileucus, Passer hemileucus,3597489
Passer diffusus, Passer diffusus,3597488
Passer iagoensis, Passer iagoensis,3597487
Passer suahelicus, Passer suahelicus,3597486
Passer cordofanicus, Passer cordofanicus,3597485
Passer moabiticus, Passer moabiticus,3597484
Passer motitensis, Passer motitensis,3597483
Passer euchlorus, Passer euchlorus,3597482
Montifringilla theresae, Pyrgilauda theresae,3597478
Prunella koslowi, Prunella koslowi,3597477
Prunella ocularis, Prunella ocularis,3597476
Prunella immaculata, Prunella immaculata,3597475
Prunella strophiata, Prunella strophiata,3597474
Prunella rubeculoides, Prunella rubeculoides,3597473
Prunella fagani, Prunella fagani,3597472
Gymnoris pyrgita, Gymnoris pyrgita,3597471
Gymnoris superciliaris, Gymnoris superciliaris,3597469
Gymnoris xanthocollis, Gymnoris xanthocollis,3597468
Drepanis pacifica, Drepanis pacifica,3597464
Drepanis funerea, Drepanis funerea,3597463
Chloridops kona, Chloridops kona,3597452
Crithagra concolor, Neospiza concolor,3597451
Ciridops anna, Ciridops anna,3597447
Rhodacanthis palmeri, Rhodacanthis palmeri,3597446
Rhodacanthis flaviceps, Rhodacanthis flaviceps,3597436
Dysmorodrepanis munroi, Dysmorodrepanis munroi,3597430
Psittirostra psittacea, Psittirostra psittacea,3597429
Rhynchostruthus percivali, Rhynchostruthus percivali,3597424
Rhynchostruthus louisae, Rhynchostruthus louisae,3597423
Carpodacus sillemi, Leucosticte sillemi,3597422
Coccothraustes abeillei, Hesperiphona abeillei,3597419
Loxia megaplaga, Loxia megaplaga,3597418
Serinus nigriceps, Serinus nigriceps,3597417
Crithagra xantholaema, Crithagra xantholaema,3597416
Crithagra flavigula, Crithagra flavigula,3597415
Crithagra buchanani, Crithagra buchanani,3597414
Crithagra tristriata, Crithagra tristriata,3597412
Crithagra ankoberensis, Crithagra ankoberensis,3597411
Crithagra menachensis, Crithagra menachensis,3597410
Crithagra leucoptera, Crithagra leucoptera,3597409
Crithagra koliensis, Crithagra koliensis,3597408
Crithagra donaldsoni, Crithagra donaldsoni,3597407
Crithagra symonsi, Crithagra symonsi,3597406
Crithagra rothschildi, Crithagra rothschildi,3597405
Linaria johannis, Linaria johannis,3597403
Linaria yemenensis, Linaria yemenensis,3597397
Spinus dominicensis, Spinus dominicensis,3597390
Spinus atriceps, Spinus atriceps,3597384
Mycerobas icterioides, Mycerobas icterioides,3597383
Mycerobas melanozanthos, Mycerobas melanozanthos,3597382
Carpodacus verreauxii, Carpodacus verreauxii,3597378
Carpodacus grandis, Carpodacus grandis,3597377
Carpodacus dubius, Carpodacus dubius,3597376
Carpodacus davidianus, Carpodacus davidianus,3597375
Akialoa obscura, Akialoa obscura,3597371
Akialoa ellisiana, Akialoa ellisiana,3597369
Viridonia sagittirostris, Viridonia sagittirostris,3597368
Hemignathus lucidus, Hemignathus lucidus,3597367
Paroreomyza flammea, Paroreomyza flammea,3597366
Paroreomyza maculata, Paroreomyza maculata,3597365
Tangara rufigenis, Tangara rufigenis,3597361
Poecilostreptus cabanisi, Tangara cabanisi,3597360
Stilpnia phillipsi, Tangara phillipsi,3597359
Stilpnia peruviana, Tangara peruviana,3597358
Thraupis glaucocolpa, Thraupis glaucocolpa,3597357
Amaurospiza carrizalensis, Amaurospiza carrizalensis,3597356
Sporophila peruviana, Sporophila peruviana,3597354
Sporophila ardesiaca, Sporophila ardesiaca,3597353
Sporophila murallae, Sporophila murallae,3597352
Sporophila bouvronides, Sporophila bouvronides,3597351
Sporophila frontalis, Sporophila frontalis,3597349
Sporophila simplex, Sporophila simplex,3597348
Sporophila albogularis, Sporophila albogularis,3597346
Catamenia homochroa, Catamenia homochroa,3597344
Nemosia rourei, Nemosia rourei,3597341
Spindalis nigricephala, Spindalis nigricephala,3597340
Spindalis portoricensis, Spindalis portoricensis,3597339
Habia atrimaxillaris, Habia atrimaxillaris,3597338
Habia cristata, Habia cristata,3597337
Chlorophonia pyrrhophrys, Chlorophonia pyrrhophrys,3597335
Chlorophonia callophrys, Chlorophonia callophrys,3597334
Euphonia mesochrysa, Euphonia mesochrysa,3597333
Euphonia jamaica, Euphonia jamaica,3597332
Euphonia imitans, Euphonia imitans,3597331
Euphonia chalybea, Euphonia chalybea,3597330
Euphonia trinitatis, Euphonia trinitatis,3597329
Euphonia saturata, Euphonia saturata,3597328
Euphonia concinna, Euphonia concinna,3597327
Dacnis albiventris, Dacnis albiventris,3597323
Dacnis hartlaubi, Dacnis hartlaubi,3597322
Dacnis nigripes, Dacnis nigripes,3597321
Dacnis berlepschi, Dacnis berlepschi,3597320
Dacnis flaviventer, Dacnis flaviventer,3597318
Dacnis viguieri, Dacnis viguieri,3597316
Conothraupis mesoleuca, Conothraupis mesoleuca,3597315
Chrysothlypis salmoni, Chrysothlypis salmoni,3597314
Bangsia flavovirens, Chlorospingus flavovirens,3597310
Chlorospingus flavopectus, Chlorospingus flavopectus,3597308
Sicalis raimondii, Sicalis raimondii,3597304
Sicalis uropygialis, Sicalis uropygialis,3597303
Sicalis columbiana, Sicalis columbiana,3597302
Sicalis auriventris, Sicalis auriventris,3597301
Sicalis citrina, Sicalis citrina,3597300
Sicalis lebruni, Sicalis lebruni,3597299
Sicalis taczanowskii, Sicalis taczanowskii,3597298
Emberizoides duidae, Emberizoides duidae,3597297
Conirostrum leucogenys, Conirostrum leucogenys,3597296
Conirostrum tamarugense, Conirostrum tamarugense,3597295
Conirostrum ferrugineiventre, Conirostrum ferrugineiventre,3597294
Conirostrum rufum, Conirostrum rufum,3597293
Conirostrum cinereum, Conirostrum cinereum,3597292
Atlapetes albofrenatus, Atlapetes albofrenatus,3597287
Atlapetes blancae, Atlapetes blancae,3597285
Atlapetes albiceps, Atlapetes albiceps,3597284
Atlapetes leucopis, Atlapetes leucopis,3597283
Atlapetes flaviceps, Atlapetes flaviceps,3597282
Atlapetes terborghi, Atlapetes terborghi,3597279
Atlapetes nationi, Atlapetes nationi,3597276
Atlapetes pallidinucha, Atlapetes pallidinucha,3597275
Atlapetes seebohmi, Atlapetes seebohmi,3597274
Atlapetes canigenis, Atlapetes canigenis,3597273
Atlapetes leucopterus, Atlapetes leucopterus,3597272
Atlapetes fuscoolivaceus, Atlapetes fuscoolivaceus,3597271
Atlapetes pallidiceps, Atlapetes pallidiceps,3597270
Atlapetes melanocephalus, Atlapetes melanocephalus,3597269
Atlapetes semirufus, Atlapetes semirufus,3597268
Arremon abeillei, Arremon abeillei,3597263
Arremon perijanus, Arremon perijanus,3597262
Arremon franciscanus, Arremon franciscanus,3597261
Arremon costaricensis, Arremon costaricensis,3597260
Junco vulcani, Junco vulcani,3597254
Melozone cabanisi, Melozone cabanisi,3597252
Arremonops tocuyensis, Arremonops tocuyensis,3597247
Emberiza koslowi, Emberiza koslowi,3597245
Emberiza vincenti, Emberiza vincenti,3597244
Emberiza socotrana, Emberiza socotrana,3597242
Emberiza poliopleura, Fringillaria poliopleura,3597241
Emberiza sahari, Emberiza sahari,3597240
Vermivora cyanoptera, Vermivora cyanoptera,3597221
Basileuterus ignotus, Basileuterus ignotus,3597219
Basileuterus griseiceps, Myiothlypis griseiceps,3597218
Teretistris fornsi, Teretistris fornsi,3597217
Setophaga citrina, Setophaga citrina,3597211
Setophaga delicata, Setophaga delicata,3597206
Setophaga subita, Setophaga subita,3597204
Embernagra longicauda, Embernagra longicauda,3597181
Psarocolius cassini, Psarocolius cassini,3597170
Psarocolius guatimozinus, Psarocolius guatimozinus,3597169
Icterus portoricensis, Icterus portoricensis,3597166
Icterus melanopsis, Icterus melanopsis,3597165
Ptiloxena atroviolacea, Dives atroviolaceus,3597163
Anumara forbesi, Curaeus forbesi,3597162
Cacicus koepckeae, Cacicus koepckeae,3597160
Agelaius assimilis, Agelaius assimilis,3597159
Saltator orenocensis, Saltator orenocensis,3597158
Saltator maxillosus, Saltator maxillosus,3597157
Saltator fuliginosus, Saltator fuliginosus,3597156
Saltator cinctus, Saltator cinctus,3597155
Pheucticus chrysopeplus, Pheucticus chrysopeplus,3597154
Pheucticus chrysogaster, Pheucticus chrysogaster,3597153
Tmetothylacus tenellus, Tmetothylacus tenellus,3597151
Dendronanthus indicus, Dendronanthus indicus,3597150
Macronyx ameliae, Macronyx ameliae,3597146
Macronyx fuelleborni, Macronyx fuelleborni,3597145
Macronyx grimwoodi, Macronyx grimwoodi,3597144
Macronyx flavicollis, Macronyx flavicollis,3597143
Macronyx aurantiigula, Macronyx aurantiigula,3597142
Anthus melindae, Anthus melindae,3597138
Anthus hoeschi, Anthus hoeschi,3597137
Anthus bogotensis, Anthus bogotensis,3597136
Anthus rufulus, Anthus rufulus,3597135
Anthus sokokensis, Anthus sokokensis,3597134
Anthus chacoensis, Anthus chacoensis,3597133
Anthus novaeseelandiae, Anthus novaeseelandiae,3597132
Anthus nyassae, Anthus nyassae,3597131
Anthus caffer, Anthus caffer,3597130
Anthus nattereri, Anthus nattereri,3597128
Anthus nilghiriensis, Anthus nilghiriensis,3597127
Anthus sylvanus, Anthus sylvanus,3597122
Anthus antarcticus, Anthus antarcticus,3597121
Anthus roseatus, Anthus roseatus,3597120
Anthus crenatus, Anthus crenatus,3597119
Anthus gutturalis, Anthus gutturalis,3597115
Motacilla samveasnae, Motacilla samveasnae,3597113
Melanocharis striativentris, Melanocharis striativentris,3597104
Melanocharis arfakiana, Melanocharis arfakiana,3597103
Melanocharis crassirostris, Rhamphocharis crassirostris,3597102
Melanocharis longicauda, Melanocharis longicauda,3597101
Aegotheles affinis, Aegotheles affinis,3597096
Nyctiprogne vielliardi, Nyctiprogne vielliardi,3597095
Chordeiles gundlachii, Chordeiles gundlachii,3597094
Caprimulgus celebensis, Caprimulgus celebensis,3597091
Caprimulgus clarus, Caprimulgus clarus,3597090
Caprimulgus andamanicus, Caprimulgus andamanicus,3597089
Caprimulgus nubicus, Caprimulgus nubicus,3597088
Caprimulgus ruwenzorii, Caprimulgus ruwenzorii,3597087
Caprimulgus stellatus, Caprimulgus stellatus,3597086
Caprimulgus asiaticus, Caprimulgus asiaticus,3597085
Caprimulgus solala, Caprimulgus solala,3597084
Setopagis maculosa, Caprimulgus maculosus,3597083
Caprimulgus jotaka, Caprimulgus jotaka,3597082
Caprimulgus concretus, Caprimulgus concretus,3597081
Caprimulgus donaldsoni, Caprimulgus donaldsoni,3597080
Nyctipolus hirundinaceus, Caprimulgus hirundinaceus,3597079
Caprimulgus ruficollis, Caprimulgus ruficollis,3597076
Caprimulgus eximius, Caprimulgus eximius,3597075
Caprimulgus meesi, Caprimulgus meesi,3597074
Caprimulgus tristigma, Caprimulgus tristigma,3597073
Caprimulgus atripennis, Caprimulgus atripennis,3597072
Caprimulgus pulchellus, Caprimulgus pulchellus,3597067
Caprimulgus mahrattensis, Caprimulgus mahrattensis,3597066
Antrostomus badius, Caprimulgus badius,3597065
Antrostomus noctitherus, Caprimulgus noctitherus,3597063
Caprimulgus natalensis, Caprimulgus natalensis,3597062
Antrostomus cubanensis, Caprimulgus cubanensis,3597061
Siphonorhis americana, Siphonorhis americana,3597059
Batrachostomus poliolophus, Batrachostomus poliolophus,3597058
Batrachostomus harterti, Batrachostomus harterti,3597057
Batrachostomus hodgsoni, Batrachostomus hodgsoni,3597056
Batrachostomus chaseni, Batrachostomus chaseni,3597055
Batrachostomus stellatus, Batrachostomus stellatus,3597053
Batrachostomus javensis, Batrachostomus javensis,3597052
Batrachostomus moniliger, Batrachostomus moniliger,3597051
Eurostopodus archboldi, Eurostopodus archboldi,3597049
Lyncornis temminckii, Eurostopodus temminckii,3597048
Eurostopodus diabolicus, Eurostopodus diabolicus,3597047
Haematopus fuliginosus, Haematopus fuliginosus,3597035
Haematopus moquini, Haematopus moquini,3597034
Haematopus meadewaldoi, Haematopus meadewaldoi,3597033
Haematopus longirostris, Haematopus longirostris,3597032
Actophilornis albinucha, Actophilornis albinucha,3597017
Esacus recurvirostris, Esacus recurvirostris,3597012
Burhinus indicus, Burhinus indicus,3597009
Charadrius javanicus, Charadrius javanicus,3597006
Charadrius thoracicus, Charadrius thoracicus,3597004
Charadrius asiaticus, Charadrius asiaticus,3597000
Charadrius placidus, Charadrius placidus,3596999
Charadrius forbesi, Charadrius forbesi,3596998
Charadrius tricollaris, Charadrius tricollaris,3596997
Charadrius sanctaehelenae, Charadrius sanctaehelenae,3596996
Charadrius pallidus, Charadrius pallidus,3596993
Charadrius obscurus, Charadrius obscurus,3596992
Vanellus lugubris, Vanellus lugubris,3596989
Vanellus gregarius, Vanellus gregarius,3596988
Vanellus albiceps, Vanellus albiceps,3596987
Vanellus leucurus, Vanellus leucurus,3596986
Vanellus superciliosus, Vanellus superciliosus,3596985
Vanellus melanocephalus, Vanellus melanocephalus,3596984
Vanellus crassirostris, Vanellus crassirostris,3596983
Vanellus melanopterus, Vanellus melanopterus,3596982
Vanellus armatus, Vanellus armatus,3596980
Vanellus coronatus, Vanellus coronatus,3596979
Vanellus tectus, Vanellus tectus,3596977
Vanellus tricolor, Vanellus tricolor,3596976
Vanellus duvaucelii, Vanellus duvaucelii,3596975
Vanellus malabaricus, Vanellus malabaricus,3596974
Vanellus macropterus, Vanellus macropterus,3596973
Vanellus senegallus, Vanellus senegallus,3596972
Sterna repressa, Sterna repressa,3596947
Sterna acuticauda, Sterna acuticauda,3596946
Sterna virgata, Sterna virgata,3596944
Sterna aurantia, Sterna aurantia,3596941
Rynchops flavirostris, Rynchops flavirostris,3596907
Rynchops albicollis, Rynchops albicollis,3596906
Thalasseus bernsteini, Thalasseus bernsteini,3596903
Scolopax saturata, Scolopax saturata,3596871
Scolopax mira, Scolopax mira,3596870
Scolopax rochussenii, Scolopax rochussenii,3596869
Scolopax bukidnonensis, Scolopax bukidnonensis,3596868
Scolopax rosenbergii, Scolopax rosenbergii,3596867
Scolopax celebensis, Scolopax celebensis,3596866
Gallinago stricklandii, Gallinago stricklandii,3596863
Gallinago nemoricola, Gallinago nemoricola,3596862
Gallinago solitaria, Gallinago solitaria,3596861
Gallinago andina, Gallinago andina,3596860
Gallinago nobilis, Gallinago nobilis,3596859
Gallinago jamesoni, Gallinago jamesoni,3596858
Gallinago macrodactyla, Gallinago macrodactyla,3596856
Gallinago hardwickii, Gallinago hardwickii,3596855
Prosobonia ellisi, Prosobonia ellisi,3596854
Numenius borealis, Numenius borealis,3596849
Numenius tenuirostris, Numenius tenuirostris,3596846
Coenocorypha iredalei, Coenocorypha iredalei,3596844
Coenocorypha barrierensis, Coenocorypha barrierensis,3596842
Tringa guttifer, Tringa guttifer,3596840
Recurvirostra novaehollandiae, Recurvirostra novaehollandiae,3596831
Rhinoptilus cinctus, Rhinoptilus cinctus,3596828
Rhinoptilus bitorquatus, Rhinoptilus bitorquatus,3596827
Cursorius somalensis, Cursorius somalensis,3596826
Cursorius coromandelicus, Cursorius coromandelicus,3596825
Cursorius cursor, Cursorius cursor,3596824
Cursorius rufus, Cursorius rufus,3596823
Glareola lactea, Glareola lactea,3596818
Glareola ocularis, Glareola ocularis,3596817
Glareola cinerea, Glareola cinerea,3596816
Pterocles indicus, Pterocles indicus,3596814
Pterocles lichtensteinii, Pterocles lichtensteinii,3596813
Pterocles personatus, Pterocles personatus,3596812
Pterocles decoratus, Pterocles decoratus,3596811
Pterocles burchelli, Pterocles burchelli,3596810
Pterocles senegallus, Pterocles senegallus,3596809
Pterocles quadricinctus, Pterocles quadricinctus,3596808
Pterocles alchata, Pterocles alchata,3596807
Syrrhaptes tibetanus, Syrrhaptes tibetanus,3596806
Leptoptilos crumenifer, Leptoptilos crumenifer,3596802
Leptoptilos dubius, Leptoptilos dubius,3596801
Tigriornis leucolopha, Tigriornis leucolopha,3596788
Zonerodius heliosylus, Zonerodius heliosylus,3596785
Egretta ardesiaca, Egretta ardesiaca,3596779
Egretta vinaceigula, Egretta vinaceigula,3596778
Egretta gularis, Egretta gularis,3596775
Egretta picata, Egretta picata,3596774
Gorsachius goisagi, Gorsachius goisagi,3596773
Gorsachius leuconotus, Gorsachius leuconotus,3596772
Gorsachius melanolophus, Gorsachius melanolophus,3596771
Ardeola speciosa, Ardeola speciosa,3596770
Ardeola grayii, Ardeola grayii,3596769
Botaurus poiciloptilus, Botaurus poiciloptilus,3596765
Tigrisoma mexicanum, Tigrisoma mexicanum,3596764
Ixobrychus dubius, Ixobrychus dubius,3596763
Ixobrychus novaezelandiae, Ixobrychus novaezelandiae,3596761
Ardea humbloti, Ardea humbloti,3596746
Ardea sumatrana, Ardea sumatrana,3596745
Ardea goliath, Ardea goliath,3596743
Ardea insignis, Ardea insignis,3596742
Ardea melanocephala, Ardea melanocephala,3596741
Cercibis oxycerca, Cercibis oxycerca,3596740
Pseudibis davisoni, Pseudibis davisoni,3596739
Bostrychia rara, Bostrychia rara,3596737
