TAXON_ORDER	CATEGORY	SPECIES_CODE	PRIMARY_COM_NAME	SCI_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS	ottid	parent_ottid	name	rank	source	uniqname	flags	match_type
286	species	cacgoo1	Cackling Goose	Branta hutchinsii	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	972531	714463	Branta hutchinsii	species	ncbi:371860,worms:422569,gbif:5232452,irmng:11831705			canonical_match
287	issf	alcgoo1	Cackling Goose (Aleutian)	Branta hutchinsii leucopareia	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
288	issf	ricgoo1	Cackling Goose (Richardson's)	Branta hutchinsii hutchinsii	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
289	issf	cacgoo2	Cackling Goose (minima)	Branta hutchinsii minima	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	746546	972531	Branta hutchinsii minima	subspecies	ncbi:184597		infraspecific	canonical_match
290	issf	tacgoo1	Cackling Goose (Taverner's)	Branta hutchinsii taverneri	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	1095437	972531	Branta hutchinsii taverneri	subspecies	ncbi:184601		infraspecific	canonical_match
291	hybrid	x00831	Emperor x Cackling Goose (hybrid)	Anser canagicus x Branta hutchinsii	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
292	hybrid	x00692	Snow x Cackling Goose (hybrid)	Anser caerulescens x Branta hutchinsii	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
293	hybrid	x00694	Ross's x Cackling Goose (hybrid)	Anser rossii x Branta hutchinsii	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
294	hybrid	x00722	Brant x Cackling Goose (hybrid)	Branta bernicla x hutchinsii	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
295	hybrid	x00414	Greater White-fronted x Cackling Goose (hybrid)	Anser albifrons x Branta hutchinsii	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
296	hybrid	x00416	Barnacle x Cackling Goose (hybrid)	Branta leucopsis x hutchinsii	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
297	species	cangoo	Canada Goose	Branta canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	714461	714463	Branta canadensis	species	ncbi:8853,worms:159176,gbif:5232437,irmng:10585055			canonical_match
298	issf	cangoo4	Canada Goose (moffitti/maxima)	Branta canadensis moffitti/maxima	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
301	issf	cangoo3	Canada Goose (occidentalis/fulva)	Branta canadensis occidentalis/fulva	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
304	issf	cangoo1	Canada Goose (canadensis Group)	Branta canadensis [canadensis Group]	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
308	hybrid	x00908	Bar-headed x Canada Goose (hybrid)	Anser indicus x Branta canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
309	hybrid	swagoo3	Swan Goose (Domestic type) x Canada Goose (hybrid)	Anser cygnoides (Domestic type) x Branta canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
310	hybrid	x00650	Pink-footed x Canada Goose (hybrid)	Anser brachyrhynchus x Branta canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
311	hybrid	x00415	Greater White-fronted x Canada Goose (hybrid)	Anser albifrons x Branta canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
312	hybrid	x00758	Graylag x Canada Goose (hybrid)	Anser anser x Branta canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
313	hybrid	gragoo4	Graylag Goose (Domestic type) x Canada Goose (hybrid)	Anser anser (Domestic type) x Branta canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
314	hybrid	x00759	Domestic goose sp. (Domestic type) x Canada Goose (hybrid)	Anser sp. (Domestic type) x Branta canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
315	hybrid	x00197	Snow x Canada Goose (hybrid)	Anser caerulescens x Branta canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
316	hybrid	x00693	Ross's x Canada Goose (hybrid)	Anser rossii x Branta canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
317	hybrid	x00417	Barnacle x Canada Goose (hybrid)	Branta leucopsis x canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
318	slash	y00470	Cackling/Canada Goose	Branta hutchinsii/canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
319	hybrid	y00765	Snow/Ross's x Cackling/Canada Goose (hybrid)	Anser caerulescens/rossii x Branta hutchinsii/canadensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
320	species	hawgoo	Hawaiian Goose	Branta sandvicensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	767835	714463	Branta sandvicensis	species	ncbi:56282,gbif:5232445,irmng:11167815,irmng:10855350			canonical_match
321	species	rebgoo1	Red-breasted Goose	Branta ruficollis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	799106	714463	Branta ruficollis	species	ncbi:184715,worms:416687,gbif:5232451,irmng:10195592			canonical_match
322	hybrid	x00939	Greater White-fronted x Red-breasted Goose (hybrid)	Anser albifrons x Branta ruficollis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
323	spuh	branta1	Branta sp.	Branta sp.	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
324	spuh	goose1	goose sp.	Anser/Branta sp.	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
325	species	cabgoo1	Cape Barren Goose	Cereopsis novaehollandiae	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	714459	714467	Cereopsis novaehollandiae	species	ncbi:8858,gbif:5232432,irmng:11333441			canonical_match
328	species	freduc1	Freckled Duck	Stictonetta naevosa	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	962771	962773	Stictonetta naevosa	species	ncbi:45637,gbif:2498226,irmng:10197077			canonical_match
329	species	buwgoo1	Blue-winged Goose	Cyanochen cyanoptera	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	140301	140300	Cyanochen cyanopterus	species	ncbi:8865,gbif:2498380,irmng:10597460			synonym_match
330	species	mutswa	Mute Swan	Cygnus olor	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	140314	140298	Cygnus olor	species	ncbi:8869,worms:159090,gbif:2498343,irmng:11123166			canonical_match
331	species	blkswa	Black Swan	Cygnus atratus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	140312	140298	Cygnus atratus	species	ncbi:8868,worms:225915,gbif:2498344,irmng:11127404			canonical_match
332	species	blnswa2	Black-necked Swan	Cygnus melancoryphus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	318892	140298	Cygnus melancoryphus	species	ncbi:41691,worms:225771,gbif:2498335,irmng:10809268,irmng:11009522			canonical_match
333	species	truswa	Trumpeter Swan	Cygnus buccinator	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	870606	140298	Cygnus buccinator	species	ncbi:48397,worms:422570,gbif:2498345,irmng:10857024,irmng:10684629			canonical_match
334	hybrid	x00832	Mute x Trumpeter Swan (hybrid)	Cygnus olor x buccinator	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
335	species	tunswa	Tundra Swan	Cygnus columbianus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	207360	140298	Cygnus columbianus	species	ncbi:110926,worms:159088,gbif:2498338,irmng:11267548,irmng:10997958			canonical_match
336	issf	tunswa1	Tundra Swan (Whistling)	Cygnus columbianus columbianus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
337	issf	bewswa1	Tundra Swan (Bewick's)	Cygnus columbianus bewickii	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	857016	207360	Cygnus columbianus bewickii	subspecies	ncbi:541010,irmng:10538779		infraspecific	canonical_match
338	intergrade	tunswa2	Tundra Swan (Whistling x Bewick's)	Cygnus columbianus columbianus x bewickii	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
339	hybrid	x00418	Trumpeter x Tundra Swan (hybrid)	Cygnus buccinator x columbianus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
340	slash	y00471	Trumpeter/Tundra Swan	Cygnus buccinator/columbianus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
341	species	whoswa	Whooper Swan	Cygnus cygnus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	817994	140298	Cygnus cygnus	species	ncbi:219595,worms:159089,gbif:2498347,irmng:10653035,irmng:10188964,irmng:10747340			canonical_match
342	hybrid	x00419	Trumpeter x Whooper Swan (hybrid)	Cygnus buccinator x cygnus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
343	slash	y00708	Tundra/Whooper Swan	Cygnus columbianus/cygnus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
344	spuh	swan1	swan sp.	Cygnus sp.	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
345	species	cosswa1	Coscoroba Swan	Coscoroba coscoroba	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	140305	140304	Coscoroba coscoroba	species	ncbi:8863,worms:225937,gbif:2498288,irmng:11304829			canonical_match
346	species	comduc2	Knob-billed Duck	Sarkidiornis melanotos	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	88385	88383	Sarkidiornis melanotos	species	ncbi:8887,gbif:2498001,irmng:10939378			canonical_match
347	species	comduc3	Comb Duck	Sarkidiornis sylvicola	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	5859876	88383	Sarkidiornis sylvicola	species	ncbi:1577981			canonical_match
348	species	harduc1	Hartlaub's Duck	Pteronetta hartlaubii	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	552056	552055	Pteronetta hartlaubii	species	ncbi:75877,gbif:2498054,irmng:10218674			canonical_match
349	species	origoo1	Orinoco Goose	Oressochen jubatus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	88391	88390	Neochen jubata	species	ncbi:8882,gbif:2498320,irmng:10190392			hand_match_eliot
350	species	andgoo1	Andean Goose	Oressochen melanopterus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	140307	714458	Chloephaga melanoptera	species	ncbi:8860,gbif:5232422,irmng:10920825			synonym_match
351	species	uplgoo1	Upland Goose	Chloephaga picta	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	140309	714458	Chloephaga picta	species	ncbi:8861,worms:225936,gbif:5232428,irmng:10190389			canonical_match
354	form	uplgoo2	Upland Goose (White-breasted)	Chloephaga picta (White-breasted)	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
355	form	uplgoo3	Upland Goose (Bar-breasted)	Chloephaga picta (Bar-breasted)	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
356	species	kelgoo1	Kelp Goose	Chloephaga hybrida	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	196652	714458	Chloephaga hybrida	species	ncbi:658910,worms:225985,gbif:5232424,irmng:10587782			canonical_match
359	species	ashgoo1	Ashy-headed Goose	Chloephaga poliocephala	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	332099	714458	Chloephaga poliocephala	species	ncbi:541009,worms:225992,gbif:5232423,irmng:10190390			canonical_match
360	species	ruhgoo1	Ruddy-headed Goose	Chloephaga rubidiceps	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	196647	714458	Chloephaga rubidiceps	species	ncbi:658915,worms:225912,gbif:5232427,irmng:11384396			canonical_match
361	spuh	chloep1	Chloephaga sp.	Chloephaga sp.	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
362	species	radshe1	Radjah Shelduck	Radjah radjah	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	522863	88376	Tadorna radjah	species	ncbi:8889,gbif:2498012,irmng:11386446			synonym_match
365	species	egygoo	Egyptian Goose	Alopochen aegyptiaca	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	693339	860117	Alopochen aegyptiaca	species	ncbi:30382,worms:416680,gbif:2498252,irmng:11075713			canonical_match
366	species	maushe1	Mauritius Shelduck	Alopochen mauritiana	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
367	species	reushe1	Reunion Shelduck	Alopochen kervazoi	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	3595947	860117	Alopochen kervazoi	species	gbif:5788490			canonical_match
368	species	rudshe	Ruddy Shelduck	Tadorna ferruginea	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	282323	88376	Tadorna ferruginea	species	ncbi:45639,worms:416689,gbif:2498015,irmng:11121832			canonical_match
369	species	soashe1	South African Shelduck	Tadorna cana	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	857011	88376	Tadorna cana	species	ncbi:541015,gbif:2498010,irmng:10189262			canonical_match
370	species	ausshe1	Australian Shelduck	Tadorna tadornoides	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	282327	88376	Tadorna tadornoides	species	ncbi:45638,worms:226001,gbif:2498007,irmng:10837616			canonical_match
371	species	parshe1	Paradise Shelduck	Tadorna variegata	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	166697	88376	Tadorna variegata	species	ncbi:107024,worms:225970,gbif:2498011,irmng:11206317			canonical_match
372	species	comshe	Common Shelduck	Tadorna tadorna	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	30847	88376	Tadorna tadorna	species	ncbi:75865,worms:232042,gbif:2498009,irmng:10767174			canonical_match
373	hybrid	x00876	Ruddy x Common Shelduck (hybrid)	Tadorna ferruginea x tadorna	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
374	species	creshe1	Crested Shelduck	Tadorna cristata	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	3595902	88376	Tadorna cristata	species	ncbi:2044879,gbif:2498008,irmng:10977561			canonical_match
375	species	spwgoo1	Spur-winged Goose	Plectropterus gambensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	822327	822331	Plectropterus gambensis	species	ncbi:658924,gbif:5232465,irmng:11034718			canonical_match
376	issf	spwgoo2	Spur-winged Goose (Northern)	Plectropterus gambensis gambensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
377	issf	spwgoo3	Spur-winged Goose (Southern)	Plectropterus gambensis niger	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
378	species	flystd1	Flying Steamer-Duck	Tachyeres patachonicus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	822326	386306	Tachyeres patachonicus	species	ncbi:658927,worms:225921,gbif:2498236,irmng:11047419			canonical_match
379	species	flistd1	Flightless Steamer-Duck	Tachyeres pteneres	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	386305	386306	Tachyeres pteneres	species	ncbi:75881,worms:405113,gbif:2498234,irmng:10924103			canonical_match
380	form	flistd2	Flightless Steamer-Duck (Chiloe form)	Tachyeres pteneres [undescribed form]	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
381	species	falstd1	Falkland Steamer-Duck	Tachyeres brachypterus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	822329	386306	Tachyeres brachypterus	species	ncbi:658925,worms:405111,gbif:2498233,irmng:11415474,irmng:10829536			canonical_match
382	species	whhstd1	White-headed Steamer-Duck	Tachyeres leucocephalus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	822325	386306	Tachyeres leucocephalus	species	ncbi:658926,worms:405112,gbif:2498235,irmng:11368238			canonical_match
383	spuh	steame1	steamer-duck sp.	Tachyeres sp.	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
384	species	creduc1	Crested Duck	Lophonetta specularioides	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	552046	552045	Lophonetta specularioides	species	ncbi:75873,worms:225980,gbif:2498294,irmng:11828331,irmng:10763027,irmng:10762372			canonical_match
387	species	speduc2	Spectacled Duck	Speculanas specularis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	552042	552041	Speculanas specularis	species	ncbi:75879,worms:567398,gbif:2498322,irmng:11854474,irmng:10195880			canonical_match
388	species	musduc	Muscovy Duck	Cairina moschata	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	714469	714474	Cairina moschata	species	ncbi:8855,worms:422571,gbif:9751099,irmng:10197082			canonical_match
389	domestic	musduc3	Muscovy Duck (Established Feral)	Cairina moschata (Established Feral)	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
390	domestic	musduc2	Muscovy Duck (Domestic type)	Cairina moschata (Domestic type)	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
391	species	grnpyg1	Green Pygmy-Goose	Nettapus pulchellus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	436835	436832	Nettapus pulchellus	species	ncbi:45642,gbif:2498309,irmng:10766390			canonical_match
392	species	copgoo1	Cotton Pygmy-Goose	Nettapus coromandelianus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	436833	436832	Nettapus coromandelianus	species	ncbi:45641,gbif:2498310,irmng:10197081			canonical_match
395	species	afrpyg1	African Pygmy-Goose	Nettapus auritus	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	822330	436832	Nettapus auritus	species	ncbi:658922,worms:212675,gbif:2498313,irmng:11288491			canonical_match
396	species	rintea1	Ringed Teal	Callonetta leucophrys	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	552044	552043	Callonetta leucophrys	species	ncbi:75871,gbif:2498384,irmng:10857958,irmng:10762313			canonical_match
397	species	wooduc	Wood Duck	Aix sponsa	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	765195	765192	Aix sponsa	species	ncbi:8833,worms:158938,gbif:2498387,irmng:10840166			canonical_match
398	hybrid	x00940	Common Shelduck x Wood Duck (hybrid)	Tadorna tadorna x Aix sponsa	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
399	species	manduc	Mandarin Duck	Aix galericulata	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	765197	765192	Aix galericulata	species	ncbi:8832,worms:416679,gbif:2498388,irmng:10455803			canonical_match
400	hybrid	x00833	Wood x Mandarin Duck (hybrid)	Aix sponsa x galericulata	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	-	-	-	-	-	-	-	unmatched
401	species	manduc1	Maned Duck	Chenonetta jubata	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	436829	436837	Chenonetta jubata	species	ncbi:45644,worms:225938,gbif:2498046,irmng:10197078		sibling_higher	canonical_match
402	species	finduc1	Finsch's Duck	Chenonetta finschi	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	3595898	436837	Chenonetta finschi	species	gbif:4966422,irmng:11319728		sibling_higher	canonical_match
403	species	bratea1	Brazilian Teal	Amazonetta brasiliensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	30845	30846	Amazonetta brasiliensis	species	ncbi:75867,gbif:2498411,irmng:10197079			canonical_match
406	species	bluduc1	Blue Duck	Hymenolaimus malacorhynchos	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	423364	423363	Hymenolaimus malacorhynchos	species	ncbi:337036,gbif:2498332,irmng:11305154			canonical_match
407	species	torduc1	Torrent Duck	Merganetta armata	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	196654	196655	Merganetta armata	species	ncbi:658919,gbif:2498275,irmng:10976327			canonical_match
414	species	saltea1	Salvadori's Teal	Salvadorina waigiuensis	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	3595964	3595934	Salvadorina waigiuensis	species	gbif:2498040,irmng:10218675,irmng:10537431			canonical_match
415	species	baitea	Baikal Teal	Sibirionetta formosa	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	1086566	7068139	Sibirionetta formosa	species	ncbi:56278,worms:416681,gbif:2498107,irmng:11382667			canonical_match
416	species	gargan	Garganey	Spatula querquedula	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	604176	765185	Anas querquedula	species	ncbi:75856,worms:159169,gbif:2498083,irmng:11267700		sibling_higher	synonym_match
417	species	hottea1	Hottentot Teal	Spatula hottentota	Anseriformes	"Anatidae (Ducks	Geese	and Waterfowl)"	82424	765185	Anas hottentota	species	ncbi:75849,gbif:2498071,irmng:10189552		sibling_higher	hand_match_eliot
