otu_id	^clo:ClementsTaxonName2019	^clo:speciescode2019	^ot:originalLabel	^ot:ottId	^ot:ottTaxonName
otu249373	not_a_bird	not_a_bird	Xenopus_laevis	465096	Xenopus laevis
otu249366	not_a_bird	not_a_bird	Caenolestes_fuliginosus	306784	Caenolestes fuliginosus
otu249485	not_a_bird	not_a_bird	Rhyncholestes_raphanurus	44551	Rhyncholestes raphanurus
otu249416	not_a_bird	not_a_bird	Monodelphis_domestica	122362	Monodelphis domestica
otu249478	not_a_bird	not_a_bird	Didelphis_virginiana	919171	Didelphis virginiana
otu249402	not_a_bird	not_a_bird	Glironia_venusta	606428	Glironia venusta
otu249476	not_a_bird	not_a_bird	Caluromys_philander	589460	Caluromys philander
otu249472	not_a_bird	not_a_bird	Dromiciops_gliroides	905267	Dromiciops gliroides
otu249482	not_a_bird	not_a_bird	Trichosurus_vulpecula	836760	Trichosurus vulpecula
otu249467	not_a_bird	not_a_bird	Cercartetus_nanus	810555	Cercartetus nanus
otu249387	not_a_bird	not_a_bird	Tarsipes_rostratus	901943	Tarsipes rostratus
otu249480	not_a_bird	not_a_bird	Petaurus_breviceps	423936	Petaurus breviceps
otu249414	not_a_bird	not_a_bird	Pseudochirops_cupreus	6735	Pseudochirops cupreus
otu249390	not_a_bird	not_a_bird	Acrobates_pygmaeus	432839	Acrobates pygmaeus
otu249424	not_a_bird	not_a_bird	Aepyprymnus_rufescens	34417	Aepyprymnus rufescens
otu249367	not_a_bird	not_a_bird	Macropus_eugenii	539171	Macropus eugenii
otu249405	not_a_bird	not_a_bird	Hypsiprymnodon_moschatus	262996	Hypsiprymnodon moschatus
otu249502	not_a_bird	not_a_bird	Vombatus_ursinus	835328	Vombatus ursinus
otu249400	not_a_bird	not_a_bird	Phascolarctos_cinereus	327624	Phascolarctos cinereus
otu249384	not_a_bird	not_a_bird	Dasyurus_albopunctatus	379186	Dasyurus albopunctatus
otu249412	not_a_bird	not_a_bird	Myrmecobius_fasciatus	70811	Myrmecobius fasciatus
otu249490	not_a_bird	not_a_bird	Macrotis_lagotis	940704	Macrotis lagotis
otu249486	not_a_bird	not_a_bird	Echymipera_kalubu	657605	Echymipera kalubu
otu249487	not_a_bird	not_a_bird	Isoodon_macrourus	306792	Isoodon macrourus
otu249464	not_a_bird	not_a_bird	Notoryctes_typhlops	306795	Notoryctes typhlops
otu249420	not_a_bird	not_a_bird	Procavia_capensis	561114	Procavia capensis
otu249492	not_a_bird	not_a_bird	Heterohyrax_brucei	681079	Heterohyrax brucei
otu249429	not_a_bird	not_a_bird	Elephas_maximus	541928	Elephas maximus
otu249495	not_a_bird	not_a_bird	Loxodonta_africanus	541936	Loxodonta africana
otu249461	not_a_bird	not_a_bird	Dugong_dugon	835324	Dugong dugon
otu249483	not_a_bird	not_a_bird	Trichechus_manatus	226178	Trichechus manatus
otu249374	not_a_bird	not_a_bird	Orycteropus_afer	561087	Orycteropus afer
otu249452	not_a_bird	not_a_bird	Rhynchocyon_petersi	940522	Rhynchocyon petersi
otu249413	not_a_bird	not_a_bird	Elephantulus_rufescens	584365	Elephantulus rufescens
otu249369	not_a_bird	not_a_bird	Chrysochloris_asiatica	1094517	Chrysochloris asiatica
otu249411	not_a_bird	not_a_bird	Amblysomus_hottentotus	574736	Amblysomus hottentotus
otu249462	not_a_bird	not_a_bird	Echinops_telfairi	222351	Echinops telfairi
otu249491	not_a_bird	not_a_bird	Dasypus_novemcinctus	796672	Dasypus novemcinctus
otu249507	not_a_bird	not_a_bird	Myrmecophaga_tridactyla	490538	Myrmecophaga tridactyla
otu249444	not_a_bird	not_a_bird	Cyclopes_didactylus	675099	Cyclopes didactylus
otu249445	not_a_bird	not_a_bird	Bradypus_tridactylus	527342	Bradypus tridactylus
otu249398	not_a_bird	not_a_bird	Choloepus_sp.	527321	Choloepus
otu249489	not_a_bird	not_a_bird	Tupaia_sp.	574730	Tupaia
otu249432	not_a_bird	not_a_bird	Ptilocercus_lowii	81758	Ptilocercus lowii
otu249469	not_a_bird	not_a_bird	Ochotona_sp.	644237	Ochotona
otu249449	not_a_bird	not_a_bird	Oryctolagus_cuniculus	864596	Oryctolagus cuniculus
otu249355	not_a_bird	not_a_bird	Geomyidae	342244	Geomyidae
otu249496	not_a_bird	not_a_bird	Dipodomys_heermanni	342226	Dipodomys heermanni
otu249440	not_a_bird	not_a_bird	Castor_canadensis	886085	Castor canadensis
otu249510	not_a_bird	not_a_bird	Jaculus_jaculus	886091	Jaculus jaculus
otu249364	not_a_bird	not_a_bird	Calomyscus_sp.	None	None
otu249365	not_a_bird	not_a_bird	Petromyscus_sp.	441609	Petromyscus
otu249399	not_a_bird	not_a_bird	Cricetus_cricetus	391625	Cricetus cricetus
otu249403	not_a_bird	not_a_bird	Mus_musculus	542509	Mus musculus
otu249451	not_a_bird	not_a_bird	Spalax_sp.	816251	Spalax
otu249477	not_a_bird	not_a_bird	Pedetes_sp.	5280	Pedetes
otu249371	not_a_bird	not_a_bird	Anomalurus_beecrofti	254702	Anomalurus beecrofti
otu249459	not_a_bird	not_a_bird	Ctenodactylus_gundi	692686	Ctenodactylus gundi
otu249430	not_a_bird	not_a_bird	Laonastes_aenigmamus	84064	Laonastes aenigmamus
otu249382	not_a_bird	not_a_bird	Hystrix_sp.	220325	Hystrix
otu249431	not_a_bird	not_a_bird	Thryonomys_swinderianus	692678	Thryonomys swinderianus
otu249394	not_a_bird	not_a_bird	Petromus_typicus	1048199	Petromus typicus
otu249468	not_a_bird	not_a_bird	Heterocephalus_glaber	1048195	Heterocephalus glaber
otu249361	not_a_bird	not_a_bird	Erethizon_dorsatum	848921	Erethizon dorsatum
otu249407	not_a_bird	not_a_bird	Cuniculus_taczanowskii	67355	Cuniculus taczanowskii
otu249475	not_a_bird	not_a_bird	Cavia_porcellus	744000	Cavia porcellus
otu249419	not_a_bird	not_a_bird	Hydrochoerus_hydrochaeris	744018	Hydrochoerus hydrochaeris
otu249512	not_a_bird	not_a_bird	Dasyprocta_punctata	848914	Dasyprocta punctata
otu249393	not_a_bird	not_a_bird	Abrocoma_bennettii	234035	Abrocoma bennettii
otu249488	not_a_bird	not_a_bird	Octodontomys_gliroides	743021	Octodontomys gliroides
otu249519	not_a_bird	not_a_bird	Ctenomys_boliviensis	173061	Ctenomys boliviensis
otu249441	not_a_bird	not_a_bird	Capromys_pilorides	848925	Capromys pilorides
otu249458	not_a_bird	not_a_bird	Hoplomys_gymnurus	473596	Hoplomys gymnurus
otu249513	not_a_bird	not_a_bird	Myocastor_coypus	169715	Myocastor coypus
otu249428	not_a_bird	not_a_bird	Dinomys_branickii	234025	Dinomys branickii
otu249497	not_a_bird	not_a_bird	Chinchilla_lanigera	173054	Chinchilla lanigera
otu249479	not_a_bird	not_a_bird	Aplodontia_rufa	159158	Aplodontia rufa
otu249356	not_a_bird	not_a_bird	Sciuridae	384218	Sciuridae
otu249358	not_a_bird	not_a_bird	Gliridae	425409	Gliridae
otu249498	not_a_bird	not_a_bird	Homo_sapiens	770315	Homo sapiens
