otu_id	^clo:ClementsTaxonName2019	^clo:speciescode2019	^ot:originalLabel	^ot:ottId	^ot:ottTaxonName
Tl3311868	Larvivora akahige	japrob1	Erithacus_akahige	706259	Erithacus akahige
Tl3311842	Luscinia luscinia	thrnig1	Luscinia_luscinia	113980	Luscinia luscinia
Tl3311869	Luscinia svecica	blueth	Luscinia_svecica	274225	Luscinia svecica
Tl3311849	Brachypteryx montana	whbsho12	Brachypteryx_montana	878305	Brachypteryx montana
Tl3311823	Brachypteryx leucophris	lessho1	Brachypteryx_leucophrys	20498	Brachypteryx leucophrys
Tl3311831	Monticola gularis	wtrthr1	Monticola_gularis	957842	Monticola gularis
Tl3311838	Monticola rufiventris	cbrthr1	Monticola_rufiventris	957841	Monticola rufiventris
Tl3311876	Monticola cinclorhyncha	bcrthr1	Monticola_cinclorhynchus	916113	Monticola cinclorhynchus
Tl3311852	Monticola brevipes	strthr1	Monticola_brevipes	432007	Monticola brevipes
Tl3311855	Monticola explorator	serthr1	Monticola_explorator	432006	Monticola explorator
Tl3311837	Monticola imerina	litrot1	Monticola_imerina	1098178	Monticola imerinus
Tl3311854	Monticola sharpei	forrot2	Monticola_sharpei	341214	Monticola sharpei
Tl3311830	Monticola saxatilis	rtrthr1	Monticola_saxatilis	957844	Monticola saxatilis
Tl3311859	Monticola solitarius	burthr	Monticola_solitarius	653933	Monticola solitarius
Tl3311880	not_a_bird	not_a_bird	Cercomela_semirufus	None	None
Tl3311810	Monticola angolensis	mirthr1	Monticola_angolensis	432001	Monticola angolensis
Tl3311818	Monticola rupestris	carthr1	Monticola_rupestris	432005	Monticola rupestris
Tl3311878	Saxicola gutturalis	timbus1	Saxicola_gutturalis	122863	Saxicola gutturalis
Tl3311874	Saxicola caprata	piebus1	Saxicola_caprata	811035	Saxicola caprata
Tl3311856	Saxicola insignis	whtbus1	Saxicola_insignis	173999	Saxicola insignis
Tl3311836	not_a_bird	not_a_bird	Saxicola_torquatus	None	None
Tl3311872	Saxicola maurus stejnegeri	stonec7	Saxicola_stejnegeri	3598837	Saxicola stejnegeri
Tl3311812	Saxicola leucurus	whtsto2	Saxicola_leucurus	696973	Saxicola leucurus
Tl3311815	Saxicola rubicola	stonec4	Saxicola_rubicola	825633	Saxicola rubicola
Tl3311841	Saxicola dacotiae	caisto1	Saxicola_dacotiae	825647	Saxicola dacotiae
Tl3311807	Saxicola maurus	sibsto1	Saxicola_maurus	546578	Saxicola maurus
Tl3311811	Saxicola tectes	reusto1	Saxicola_tectes	811041	Saxicola tectes
Tl3311822	Saxicola torquatus sibilla	stonec6	Saxicola_sibilla	3598836	Saxicola sibilla
Tl3311866	Saxicola rubetra	whinch1	Saxicola_rubetra	170383	Saxicola rubetra
Tl3311870	Saxicola jerdoni	jerbus1	Saxicola_jerdoni	173998	Saxicola jerdoni
Tl3311865	Saxicola ferreus	grybus1	Saxicola_ferreus	760327	Saxicola ferreus
Tl3311867	Emarginata tractrac	tracha1	Cercomela_tractrac	959974	Cercomela tractrac
Tl3311879	Emarginata sinuata	siccha1	Emarginata_sinuata	959972	Cercomela sinuata
Tl3311862	not_a_bird	not_a_bird	Emarginata_schlegelii	None	None
