otu_id	^clo:ClementsTaxonName2019	^clo:speciescode2019	^ot:originalLabel	^ot:ottId	^ot:ottTaxonName
otu91	Centropus chalybeus	biacou1	Centropus_chalybeus	4947384	Centropus chalybeus
otu92	Centropus menbeki	grbcou1	Centropus_menbeki	4947392	Centropus menbeki
otu93	Centropus ateralbus	piecou1	Centropus_ateralbus	4947388	Centropus ateralbus
otu94	Centropus milo	buhcou1	Centropus_milo	4947401	Centropus milo
otu90	Centropus unirufus	rufcou1	Centropus_unirufus	595245	Centropus unirufus
otu89	Centropus chlororhynchos	grbcou2	Centropus_chlororhynchos	4947400	Centropus chlororhynchos
otu82	not_a_bird	not_a_bird	Centropus_leucogaster_efulenensis	None	None
otu83	Centropus leucogaster	bltcou1	Centropus_leucogaster_leucogaster	4947386	Centropus leucogaster
otu84	Centropus anselli	gabcou1	Centropus_anselli	4947391	Centropus anselli
otu81	not_a_bird	not_a_bird	Centropus_senegalensis_epomidis	None	None
otu80	Centropus senegalensis	sencou1	Centropus_senegalensis	734886	Centropus senegalensis
otu79	Centropus monachus	blhcou2	Centropus_monachus	455567	Centropus monachus
otu78	Centropus cupreicaudus	cotcou1	Centropus_cupreicaudus	1016598	Centropus cupreicaudus
otu77	Centropus superciliosus	whbcou1	Centropus_superciliosus_sokotrae	595243	Centropus superciliosus
otu76	not_a_bird	not_a_bird	Centropus_superciliosus_burchellii	4947385	Centropus burchellii
otu75	Centropus superciliosus	whbcou1	Centropus_superciliosus_loandae	595243	Centropus superciliosus
otu71	Centropus toulou	madcou1	Centropus_toulou	4947390	Centropus toulou
otu70	Centropus goliath	golcou1	Centropus_goliath	4947393	Centropus goliath
otu68	Centropus viridis	phicou1	Centropus_viridis	212748	Centropus viridis
otu67	Centropus bengalensis	lescou1	Centropus_bengalensis_javanensis	4947399	Centropus bengalensis
otu66	Centropus bengalensis	lescou1	Centropus_bengalensis_lignator	4947399	Centropus bengalensis
otu69	Centropus grillii	blacou1	Centropus_grillii	478750	Centropus grillii
otu61	Centropus phasianinus	phecou2	Centropus_phasianinus_phasianinus	212737	Centropus phasianinus
otu62	no_match	no_match	Centropus_phasianinus_spilopterus	4947402	Centropus spilopterus
otu63	not_a_bird	not_a_bird	Centropus_phasianinus_nigricans	None	None
otu64	Centropus bernsteini	lebcou1	Centropus_bernsteini	4947394	Centropus bernsteini
otu65	Centropus violaceus	viocou1	Centropus_violaceus	4947387	Centropus violaceus
otu74	Centropus nigrorufus	suncou1	Centropus_nigrorufus	4947396	Centropus nigrorufus
otu73	Centropus sinensis	grecou1	Centropus_sinensis	1039519	Centropus sinensis
otu72	Centropus andamanensis	andcou1	Centropus_andamanensis	4947398	Centropus andamanensis
otu85	Centropus celebensis	baycou1	Centropus_celebensis	4947383	Centropus celebensis
otu86	Centropus rectunguis	shtcou1	Centropus_rectunguis	4947397	Centropus rectunguis
otu87	Centropus steerii	blhcou1	Centropus_steerii	4947389	Centropus steerii
otu88	Centropus melanops	blfcou1	Centropus_melanops	4947395	Centropus melanops
