otu_id	^clo:ClementsTaxonName2019	^clo:speciescode2019	^ot:originalLabel	^ot:ottId	^ot:ottTaxonName
Tl103429	not_a_bird	not_a_bird	Lithornis_sp.	4132138	Lithornis
Tl228990	Anhima cornuta	horscr1	Anhima_cornuta	767829	Anhima cornuta
Tl228970	Chauna torquata	souscr1	Chauna_torquata	860132	Chauna torquata
Tl228994	Anseranas semipalmata	maggoo1	Anseranas_semipalmata	714464	Anseranas semipalmata
Tl228943	Anas platyrhynchos	mallar3	Anas_platyrhynchos	765167	Anas platyrhynchos
Tl103426	not_a_bird	not_a_bird	Gallinuloides_wyomingensis	4131031	Gallinuloides wyomingensis
Tl103408	not_a_bird	not_a_bird	Paraortygoides_messelensis	4131033	Paraortygoides messelensis
Tl228973	Alectura lathami	ausbrt1	Alectura_lathami	570956	Alectura lathami
Tl228961	Macrocephalon maleo	maleo1	Macrocephalon_maleo	750781	Macrocephalon maleo
Tl228959	Megapodius freycinet	dusscr2	Megapodius_freycinet	837568	Megapodius freycinet
Tl228932	Penelope purpurascens	cregua1	Penelope_purpurascens	157741	Penelope purpurascens
Tl228957	Aburria aburri	watgua1	Aburria_aburri	963344	Aburria aburri
Tl228986	Mitu mitu	alacur1	Mitu_mitu	385229	Mitu mitu
Tl228972	Crax globulosa	watcur1	Crax_globulosa	654700	Crax globulosa
Tl228933	Nothocrax urumutum	noccur1	Nothocrax_urumutum	488148	Nothocrax urumutum
Tl228966	Ortalis vetula	placha	Ortalis_vetula	109882	Ortalis vetula
Tl228962	Cyrtonyx montezumae	monqua	Cyrtonyx_montezumae	204716	Cyrtonyx montezumae
Tl228991	Colinus virginianus	norbob	Colinus_virginianus	204709	Colinus virginianus
Tl228988	Callipepla squamata	scaqua	Callipepla_squamata	728092	Callipepla squamata
Tl228958	Callipepla californica	calqua	Callipepla_californica	340882	Callipepla californica
Tl228954	Oreortyx pictus	mouqua	Oreortyx_pictus	676779	Oreortyx pictus
Tl103420	Rollulus rouloul	crepar1	Rollulus_roulroul	352755	Rollulus rouloul
Tl228937	Arborophila torqueola	hilpar1	Arborophila_torqueola	991317	Arborophila torqueola
Tl228963	Ithaginis cruentus	blophe1	Ithaginis_cruentus	979426	Ithaginis cruentus
Tl103397	Catreus wallichii	chephe1	Catreus_wallichi	521329	Catreus wallichii
Tl228945	Chrysolophus amherstiae	laaphe1	Chrysolophus_amherstiae	943883	Chrysolophus amherstiae
Tl228947	Lophura bulweri	bulphe1	Lophura_bulweri	453622	Lophura bulweri
Tl228950	Crossoptilon crossoptilon	whieap1	Crossoptilon_crossoptilon	352760	Crossoptilon crossoptilon
Tl228949	Phasianus colchicus	rinphe	Phasianus_colchicus	102719	Phasianus colchicus
Tl103390	Syrmaticus reevesii	reephe1	Syrmaticus_reevesi	572176	Syrmaticus reevesii
Tl228985	Tragopan satyra	sattra1	Tragopan_satyra	51354	Tragopan satyra
