otu_id	^clo:ClementsTaxonName2019	^clo:speciescode2019	^ot:originalLabel	^ot:ottId	^ot:ottTaxonName
otu406581	not_a_bird	not_a_bird	Amoebidium_parasiticum	463509	Amoebidium parasiticum
otu406582	not_a_bird	not_a_bird	Sphaeroforma_arctica	380182	Sphaeroforma arctica
otu406583	not_a_bird	not_a_bird	Capsaspora_owczarzaki_ATCC_30864	375259	Capsaspora owczarzaki ATCC 30864
otu406585	not_a_bird	not_a_bird	Salpingoeca_rosetta	1002450	Salpingoeca sp. ATCC 50818
otu406586	not_a_bird	not_a_bird	Monosiga_brevicollis	281703	Monosiga brevicollis
otu406584	not_a_bird	not_a_bird	Monosiga_ovata	309875	Monosiga ovata
otu406588	not_a_bird	not_a_bird	Mnemiopsis	161882	Mnemiopsis
otu406589	not_a_bird	not_a_bird	Mertensiid_sp	None	None
otu406587	not_a_bird	not_a_bird	Pleurobrachia_pileus	626459	Pleurobrachia pileus
otu406600	not_a_bird	not_a_bird	Trichoplax_adhaerens	570365	Trichoplax adhaerens
otu406616	not_a_bird	not_a_bird	Meara_stichopi	696822	Meara stichopi
otu406615	not_a_bird	not_a_bird	Nemertoderma_westbladi	189324	Nemertoderma westbladi
otu406618	not_a_bird	not_a_bird	Symsagittifera_roscoffensis	675113	Symsagittifera roscoffensis
otu406619	not_a_bird	not_a_bird	Convolutriloba_longifissura	892905	Convolutriloba longifissura
otu406617	not_a_bird	not_a_bird	Isodiametra_pulchra	431879	Isodiametra pulchra
otu406614	not_a_bird	not_a_bird	Xenoturbella_bocki	467516	Xenoturbella bocki
otu406640	not_a_bird	not_a_bird	Cerebratulus_lacteus	971433	Cerebratulus lacteus
otu406641	not_a_bird	not_a_bird	Terebratalia_transversa	463351	Terebratalia transversa
otu406642	not_a_bird	not_a_bird	Euprymna_scolopes	528814	Euprymna scolopes
otu406643	not_a_bird	not_a_bird	Lottia_gigantea	840650	Lottia gigantea
otu406644	not_a_bird	not_a_bird	Crassostrea_virginica	365708	Crassostrea virginica
otu406639	not_a_bird	not_a_bird	Helobdella_robusta	870792	Helobdella robusta
otu406638	not_a_bird	not_a_bird	Capitella_telata	707082	Capitella teleta
otu406637	not_a_bird	not_a_bird	Paraplanocera_oligoglena	5132049	Paraplanocera oligoglena
otu406636	not_a_bird	not_a_bird	Schmidtea_mediterranea	None	None
otu406631	not_a_bird	not_a_bird	Euperipatoides_kanangrensis	1046340	Euperipatoides kanangrensis
otu406632	not_a_bird	not_a_bird	Anoplodactylus_eroticus	1046338	Anoplodactylus eroticus
otu406633	not_a_bird	not_a_bird	Boophilus_microplus	621053	Rhipicephalus microplus
otu406635	not_a_bird	not_a_bird	Drosophila_melanogaster	505714	Drosophila melanogaster
otu406634	not_a_bird	not_a_bird	Daphnia_pulex	59086	Daphnia pulex
otu406629	not_a_bird	not_a_bird	Echinoderes_horni	1046342	Echinoderes horni
otu406630	not_a_bird	not_a_bird	Xiphinema_index	165364	Xiphinema index
otu406624	not_a_bird	not_a_bird	Branchiostoma_floridae	176532	Branchiostoma floridae
otu406626	no_match	no_match	Gallus	153562	Gallus
otu406625	not_a_bird	not_a_bird	Petromyzon_marinus	227494	Petromyzon marinus
otu406628	not_a_bird	not_a_bird	Halocynthia_roretzi	672826	Halocynthia roretzi
otu406627	not_a_bird	not_a_bird	Ciona_intestinalis	744224	Ciona intestinalis
otu406622	not_a_bird	not_a_bird	Strongylocentrotus_purpuratus	564702	Strongylocentrotus purpuratus
otu406623	not_a_bird	not_a_bird	Asterina_pectinifera	977093	Patiria pectinifera
otu406621	not_a_bird	not_a_bird	Ptychodera_flava	768590	Ptychodera flava
otu406620	not_a_bird	not_a_bird	Saccoglossus_kowalevskii	570370	Saccoglossus kowalevskii
otu406608	not_a_bird	not_a_bird	Aiptasia_pallida	135923	Aiptasia pallida
otu406609	not_a_bird	not_a_bird	Metridium_senile	558017	Metridium senile
otu406607	not_a_bird	not_a_bird	Anemonia_viridis	214124	Anemonia viridis
otu406606	not_a_bird	not_a_bird	Nematostella_vectensis	938118	Nematostella vectensis
otu406610	not_a_bird	not_a_bird	Acropora_palmata	None	None
otu406611	not_a_bird	not_a_bird	Acropora_millepora	None	None
otu406613	not_a_bird	not_a_bird	Montastraea_faveolata	955287	Montastraea faveolata
otu406612	not_a_bird	not_a_bird	Porites_astreoides	208979	Porites astreoides
otu406601	not_a_bird	not_a_bird	Cyanea_capillata	178412	Cyanea capillata
otu406602	not_a_bird	not_a_bird	Clytia_hemisphaerica	33386	Clytia hemisphaerica
otu406605	not_a_bird	not_a_bird	Hydractinia_echinata	115617	Hydractinia echinata
otu406604	not_a_bird	not_a_bird	Podocoryna_carnea	612106	Podocoryna carnea
otu406603	not_a_bird	not_a_bird	Hydra_magnipapillata	861536	Hydra vulgaris
otu406594	not_a_bird	not_a_bird	Oopsacas_minuta	351698	Oopsacas minuta
otu406595	not_a_bird	not_a_bird	Carteriospongia_foliascens	472969	Carteriospongia foliascens
otu406596	not_a_bird	not_a_bird	Amphimedon_queenslandica	707499	Amphimedon queenslandica
otu406598	not_a_bird	not_a_bird	Lubomirskia_baicalensis	74677	Lubomirskia baicalensis
otu406599	not_a_bird	not_a_bird	Ephydatia_muelleri	588770	Ephydatia muelleri
otu406597	not_a_bird	not_a_bird	Suberites_domuncula	127353	Suberites domuncula
otu406592	not_a_bird	not_a_bird	Oscarella_carmela	862117	Oscarella carmela
otu406593	not_a_bird	not_a_bird	Oscarella_lobularis	7587	Oscarella lobularis
otu406591	not_a_bird	not_a_bird	Sycon_raphanus	505344	Sycon raphanus
otu406590	not_a_bird	not_a_bird	Leucetta_chagosensis	918964	Leucetta chagosensis
otu406579	not_a_bird	not_a_bird	Phycomyces_blakesleeanus	735973	Phycomyces blakesleeanus
otu406580	not_a_bird	not_a_bird	Rhizopus_orizae	530834	Rhizopus liquefaciens
otu406578	not_a_bird	not_a_bird	Saccharomyces_cerevisiae	908549	Saccharomyces cerevisiae
otu406577	not_a_bird	not_a_bird	Cryptococcus_neoformans	634633	Cryptococcus neoformans
otu406576	not_a_bird	not_a_bird	Batrachochytrium_dendrobatidis	858873	Batrachochytrium dendrobatidis
otu406575	not_a_bird	not_a_bird	Spizellomyces_punctatus	708156	Spizellomyces punctatus
