otu_id	^clo:ClementsTaxonName2019	^clo:speciescode2019	^ot:originalLabel	^ot:ottId	^ot:ottTaxonName
otu415151	Coccyzus americanus	yebcuc	Coccyzus_americanus	891425	Coccyzus americanus
otu415152	Otus sunia	orsowl	Otus_sunia	218922	Otus sunia
otu415153	Tockus flavirostris	eybhor1	Tockus_flavirostris	817584	Tockus flavirostris
otu415161	Calyptorhynchus funereus	ytbcoc1	Calyptorhynchus_funereus	817586	Calyptorhynchus funereus
otu415164	Cacatua sulphurea	yeccoc1	Cacatua_sulphurea	290348	Cacatua sulphurea
otu415165	Eolophus roseicapilla	galah	Eolophus_roseicapillus	900913	Eolophus roseicapillus
otu415163	Probosciger aterrimus	palcoc1	Probosciger_aterrimus	645854	Probosciger aterrimus
otu415162	Nymphicus hollandicus	cockat	Nymphicus_hollandicus	630645	Nymphicus hollandicus
otu415193	Micropsitta finschii	fippar1	Micropsitta_finschii	989085	Micropsitta finschii
otu415197	Prioniturus luconensis	grrtai1	Prioniturus_luconensis	771954	Prioniturus luconensis
otu415201	Tanygnathus lucionensis	blnpar1	Tanygnathus_lucionensis	57354	Tanygnathus lucionensis
otu415200	Psittacula columboides	malpar1	Psittacula_columboides	864236	Psittacula columboides
otu415199	Geoffroyus heteroclitus	sinpar1	Geoffroyus_heteroclitus	717631	Geoffroyus heteroclitus
otu415198	Eclectus roratus	eclpar	Eclectus_roratus	375776	Eclectus roratus
otu415195	Aprosmictus erythropterus	rewpar1	Aprosmictus_erythropterus	417916	Aprosmictus erythropterus
otu415196	Polytelis alexandrae	alepar1	Polytelis_alexandrae	435948	Polytelis alexandrae
otu415194	Alisterus amboinensis	mokpar1	Alisterus_amboinensis	108562	Alisterus amboinensis
otu415203	Psittaculirostris edwardsii	edfpar1	Psittaculirostris_edwardsii	995021	Psittaculirostris edwardsii
otu415202	Cyclopsitta diophthalma	defpar1	Cyclopsitta_diophthalma	717629	Cyclopsitta diophthalma
otu415205	Charmosyna papou	paplor1	Charmosyna_papou	375780	Charmosyna papou
otu415206	Phigys solitarius	collor1	Phigys_solitarius	771947	Phigys solitarius
otu415207	Vini australis	blclor2	Vini_australis	749201	Vini australis
otu415208	Neopsittacus musschenbroekii	yeblor2	Neopsittacus_musschenbroekii	771941	Neopsittacus musschenbroekii
otu415211	Chalcopsitta duivenbodei	brolor1	Chalcopsitta_duivenbodei	417923	Chalcopsitta duivenbodei
otu415212	Pseudeos fuscata	duslor1	Pseudoeos_fuscata	396440	Pseudeos fuscata
otu415213	Eos reticulata	blslor1	Eos_reticulata	799912	Eos reticulata
otu415214	Trichoglossus haematodus	railor4	Trichoglossus_haematodus	225737	Trichoglossus haematodus
otu415209	Glossopsitta porphyrocephala	puclor1	Glossopsitta_porphyrocephala	717638	Glossopsitta porphyrocephala
otu415210	Lorius albidinucha	whnlor2	Lorius_albidinuchus	771942	Lorius albidinucha
otu415204	Melopsittacus undulatus	budger	Melopsittacus_undulatus	734818	Melopsittacus undulatus
otu415215	Neophema elegans	elepar1	Neophema_elegans	651479	Neophema elegans
otu415216	Neophema bourkii	boupar2	Neopsephotus_bourkii	108574	Neopsephotus bourkii
otu415219	Loriculus galgulus	bchpar1	Loriculus_galgulus	697455	Loriculus galgulus
otu415218	Agapornis roseicollis	peflov	Agapornis_roseicollis	174401	Agapornis roseicollis
otu415217	Bolbopsittacus lunulatus	guaiab1	Bolbopsittacus_lunulatus	717636	Bolbopsittacus lunulatus
otu415223	Northiella haematogaster	bluebo1	Northiella_haematogaster	233194	Northiella haematogaster
otu415227	Purpureicephalus spurius	recpar1	Purpureicephalus_spurius	393109	Purpureicephalus spurius
otu415226	Psephotus varius	mulpar1	Psephotus_varius	14155	Psephotus varius
otu415225	Platycercus adscitus	pahros1	Platycercus_adscitus	771955	Platycercus adscitus
otu415224	Barnardius zonarius	polpar1	Barnardius_zonarius	57350	Barnardius zonarius
otu415221	Cyanoramphus auriceps	yefpar3	Cyanoramphus_auriceps	818314	Cyanoramphus auriceps
otu415222	Eunymphicus uvaeensis	horpar3	Eunymphicus_uvaeensis	198675	Eunymphicus uvaeensis
otu415220	Prosopeia tabuensis	respar1	Prosopeia_tabuensis	231512	Prosopeia tabuensis
otu415168	Poicephalus robustus	bnnpar2	Poicephalus_robustus	634388	Poicephalus robustus
otu415169	Psittacus erithacus	grepar	Psittacus_erithacus	285641	Psittacus erithacus
otu415170	Brotogeris jugularis	orcpar	Brotogeris_jugularis	717634	Brotogeris jugularis
otu415171	Myiopsitta monachus	monpar	Myiopsitta_monachus	276609	Myiopsitta monachus
otu415173	Touit batavicus	litpar2	Touit_batavica	721567	Touit batavicus
otu415172	Nannopsittaca panychlora	teppar1	Nannopsittaca_panychlora	706776	Nannopsittaca panychlora
otu415174	Forpus passerinus	grrpar1	Forpus_passerinus	301843	Forpus passerinus
otu415178	Pyrilia caica	caipar2	Pionopsitta_caica	238149	Pionopsitta caica
otu415177	Hapalopsittaca amazonina	rufpar2	Hapalopsittaca_amazonina	250888	Hapalopsittaca amazonina
otu415175	Amazona viridigenalis	recpar	Amazona_viridigenalis	919810	Amazona viridigenalis
otu415176	Pionus menstruus	blhpar1	Pionus_menstruus	283087	Pionus menstruus
otu415179	Aratinga nenday	bkhpar	Nandayus_nenday	240289	Nandayus nenday
otu415190	Leptosittaca branickii	goppar1	Leptosittaca_branickii	194310	Leptosittaca branickii
otu415191	Diopsittaca nobilis	resmac2	Diopsittaca_nobilis	789639	Diopsittaca nobilis
